OBJECTID_1,POINT_X,POINT_Y,Bare_SAVI,Bare_NDVI,BARE_GNDVI,Bare_OSAVI
416,-104.999468,40.665586,0.083867,0.119854,0.254098,0.101782
417,-104.999349,40.665586,0.079485,0.113233,0.252174,0.096312
418,-104.999231,40.665586,0.080816,0.114196,0.235966,0.097527
419,-104.999113,40.665586,0.076389,0.10746,0.229783,0.091979
420,-104.998994,40.665586,0.071309,0.09978,0.22587,0.085633
421,-104.998876,40.665586,0.070293,0.098246,0.217899,0.084364
422,-104.998758,40.665586,0.070503,0.098382,0.22001,0.084548
423,-104.998639,40.665586,0.070952,0.098739,0.219112,0.084969
424,-104.998521,40.665586,0.071399,0.099563,0.215251,0.085592
425,-104.998403,40.665586,0.072172,0.100391,0.214388,0.086411
426,-104.998285,40.665586,0.071162,0.09841,0.209082,0.08495
427,-104.998166,40.665586,0.068898,0.094692,0.217761,0.08199
428,-104.998048,40.665586,0.067329,0.092055,0.215154,0.079912
429,-104.99793,40.665586,0.075398,0.102757,0.214351,0.089343
430,-104.997811,40.665586,0.072308,0.098947,0.212825,0.085858
431,-104.997693,40.665586,0.07137,0.097643,0.213588,0.084736
432,-104.997575,40.665586,0.076323,0.104465,0.219535,0.090636
433,-104.997456,40.665586,0.070545,0.097104,0.222011,0.084015
434,-104.997338,40.665586,0.072586,0.100648,0.217391,0.086767
435,-104.99722,40.665586,0.066487,0.091924,0.220355,0.079361
436,-104.997101,40.665586,0.071993,0.09987,0.217225,0.086078
437,-104.996983,40.665586,0.072435,0.100215,0.213472,0.08649
438,-104.996865,40.665586,0.067183,0.092537,0.22,0.080038
439,-104.996747,40.665586,0.073344,0.10098,0.231649,0.087359
440,-104.996628,40.665586,0.071877,0.100483,0.224609,0.086275
441,-104.99651,40.665586,0.08072,0.114414,0.244467,0.097563
442,-104.996392,40.665586,0.084241,0.120476,0.255647,0.102273
443,-104.999704,40.665496,0.088198,0.125798,0.260847,0.106934
444,-104.999586,40.665496,0.083636,0.11967,0.252308,0.101563
445,-104.999468,40.665496,0.081158,0.115228,0.254703,0.098175
446,-104.999349,40.665496,0.079149,0.112727,0.245802,0.095893
447,-104.999231,40.665496,0.081081,0.11449,0.238569,0.097813
448,-104.999113,40.665496,0.076335,0.106813,0.230093,0.091668
449,-104.998994,40.665496,0.070654,0.098346,0.222276,0.084622
450,-104.998876,40.665496,0.068905,0.09563,0.219066,0.082404
451,-104.998758,40.665496,0.073003,0.101386,0.21977,0.087336
452,-104.998639,40.665496,0.073832,0.102376,0.225156,0.088257
453,-104.998521,40.665496,0.07205,0.099571,0.224665,0.085981
454,-104.998403,40.665496,0.070035,0.097025,0.216643,0.083681
455,-104.998285,40.665496,0.068027,0.094032,0.211602,0.081189
456,-104.998166,40.665496,0.074722,0.102629,0.222379,0.088892
457,-104.998048,40.665496,0.070025,0.095638,0.213191,0.083065
458,-104.99793,40.665496,0.072798,0.099002,0.211927,0.086167
459,-104.997811,40.665496,0.075659,0.103045,0.215074,0.089622
460,-104.997693,40.665496,0.069711,0.094763,0.216066,0.082495
461,-104.997575,40.665496,0.074203,0.101171,0.213825,0.087945
462,-104.997456,40.665496,0.077396,0.105705,0.216428,0.091809
463,-104.997338,40.665496,0.072071,0.098285,0.210696,0.085428
464,-104.99722,40.665496,0.071865,0.097713,0.219963,0.085055
465,-104.997101,40.665496,0.072833,0.099538,0.218241,0.086426
466,-104.996983,40.665496,0.06807,0.092809,0.211307,0.080677
467,-104.996865,40.665496,0.074586,0.101801,0.222687,0.088447
468,-104.996747,40.665496,0.082188,0.112516,0.231918,0.097611
469,-104.996628,40.665496,0.080812,0.11178,0.232015,0.096481
470,-104.99651,40.665496,0.08097,0.113667,0.241617,0.097393
471,-104.996392,40.665496,0.084641,0.120145,0.251893,0.102376
472,-104.999704,40.665406,0.089917,0.12742,0.264646,0.108666
473,-104.999586,40.665406,0.087335,0.124207,0.259523,0.105735
474,-104.999468,40.665406,0.089093,0.125952,0.262946,0.107542
475,-104.999349,40.665406,0.092005,0.130162,0.255234,0.111096
476,-104.999231,40.665406,0.084369,0.118825,0.242095,0.101648
477,-104.999113,40.665406,0.083804,0.117157,0.236523,0.100591
478,-104.998994,40.665406,0.078255,0.109075,0.242424,0.09379
479,-104.998876,40.665406,0.080363,0.111885,0.241011,0.096261
480,-104.998758,40.665406,0.08248,0.115199,0.234125,0.098956
481,-104.998639,40.665406,0.079643,0.1117,0.244071,0.095752
482,-104.998521,40.665406,0.078749,0.110039,0.231518,0.094502
483,-104.998403,40.665406,0.078816,0.109287,0.228121,0.094215
484,-104.998285,40.665406,0.072461,0.099829,0.227619,0.086336
485,-104.998166,40.665406,0.076868,0.105553,0.220974,0.091434
486,-104.998048,40.665406,0.074203,0.101171,0.222274,0.087945
487,-104.99793,40.665406,0.077534,0.10522,0.226667,0.091674
488,-104.997811,40.665406,0.083843,0.114072,0.224714,0.099263
489,-104.997693,40.665406,0.079044,0.107246,0.226043,0.093449
490,-104.997575,40.665406,0.074251,0.100872,0.223812,0.08784
491,-104.997456,40.665406,0.07404,0.100289,0.224621,0.087459
492,-104.997338,40.665406,0.0723,0.098055,0.215201,0.085459
493,-104.99722,40.665406,0.074663,0.101582,0.215993,0.088395
494,-104.997101,40.665406,0.078179,0.105718,0.230206,0.092269
495,-104.996983,40.665406,0.071022,0.096241,0.223605,0.083912
496,-104.996865,40.665406,0.075764,0.102905,0.227714,0.08962
497,-104.996747,40.665406,0.076271,0.10388,0.230126,0.090347
498,-104.996628,40.665406,0.080087,0.110166,0.233459,0.095348
499,-104.99651,40.665406,0.08283,0.115268,0.24285,0.099193
500,-104.999586,40.665316,0.091695,0.129234,0.256321,0.110512
501,-104.999468,40.665316,0.090871,0.127773,0.255929,0.109391
502,-104.999349,40.665316,0.094476,0.132075,0.260997,0.1134
503,-104.999231,40.665316,0.089308,0.12511,0.249511,0.107309
504,-104.999113,40.665316,0.082687,0.115808,0.239726,0.099342
505,-104.998994,40.665316,0.082933,0.115569,0.241145,0.099386
506,-104.998876,40.665316,0.08441,0.117493,0.23759,0.101097
507,-104.998758,40.665316,0.081405,0.114463,0.230769,0.097996
508,-104.998639,40.665316,0.086068,0.121907,0.249499,0.103989
509,-104.998521,40.665316,0.086404,0.122412,0.240796,0.104408
510,-104.998403,40.665316,0.084573,0.11845,0.23601,0.101609
511,-104.998285,40.665316,0.079046,0.109483,0.236905,0.094436
512,-104.998166,40.665316,0.079794,0.109787,0.220402,0.09501
513,-104.998048,40.665316,0.082908,0.112776,0.224359,0.098145
514,-104.99793,40.665316,0.084146,0.11405,0.227128,0.099429
515,-104.997811,40.665316,0.079882,0.108705,0.216636,0.094583
516,-104.997693,40.665316,0.07869,0.107128,0.217232,0.093192
517,-104.997575,40.665316,0.083452,0.113419,0.225423,0.098746
518,-104.997456,40.665316,0.07373,0.100291,0.220683,0.087281
519,-104.997338,40.665316,0.074021,0.100666,0.218793,0.087615
520,-104.99722,40.665316,0.079849,0.108614,0.225391,0.094524
521,-104.997101,40.665316,0.078499,0.106173,0.236431,0.092656
522,-104.996983,40.665316,0.071312,0.096614,0.226223,0.084246
523,-104.996865,40.665316,0.075351,0.102193,0.228782,0.089064
524,-104.996747,40.665316,0.074021,0.100666,0.226135,0.087615
525,-104.996628,40.665316,0.079823,0.109421,0.236929,0.094866
526,-104.99651,40.665316,0.089482,0.124189,0.243657,0.107014
527,-104.999586,40.665226,0.094163,0.132125,0.260207,0.113235
528,-104.999468,40.665226,0.094458,0.132509,0.258714,0.113577
529,-104.999349,40.665226,0.089491,0.125165,0.256498,0.107442
530,-104.999231,40.665226,0.088604,0.123527,0.250729,0.106205
531,-104.999113,40.665226,0.082933,0.115569,0.235749,0.099386
532,-104.998994,40.665226,0.079505,0.110342,0.231877,0.095082
533,-104.998876,40.665226,0.078358,0.108434,0.233716,0.093572
534,-104.998758,40.665226,0.080067,0.111498,0.238835,0.095917
535,-104.998639,40.665226,0.092019,0.13071,0.253133,0.111338
536,-104.998521,40.665226,0.084543,0.120879,0.254098,0.102627
537,-104.998403,40.665226,0.084421,0.121031,0.246036,0.102617
538,-104.998285,40.665225,0.080808,0.113677,0.238519,0.0973
539,-104.998166,40.665225,0.076556,0.106034,0.22307,0.091462
540,-104.998048,40.665225,0.079725,0.109145,0.229907,0.094686
541,-104.99793,40.665225,0.081263,0.110373,0.229215,0.096125
542,-104.997811,40.665225,0.074172,0.101086,0.214187,0.08789
543,-104.997693,40.665225,0.068937,0.094356,0.210061,0.081865
544,-104.997575,40.665225,0.078042,0.106633,0.223202,0.092596
545,-104.997456,40.665225,0.080625,0.109904,0.230769,0.095547
546,-104.997338,40.665225,0.074847,0.102092,0.225686,0.088727
547,-104.99722,40.665225,0.078399,0.106756,0.229273,0.092858
548,-104.997101,40.665225,0.074862,0.101702,0.232699,0.088563
549,-104.996983,40.665225,0.073991,0.100582,0.2282,0.087561
550,-104.996865,40.665225,0.074586,0.101801,0.224395,0.088447
551,-104.996747,40.665225,0.078045,0.106206,0.230769,0.092409
552,-104.996628,40.665225,0.073133,0.100381,0.236554,0.086972
553,-104.99651,40.665225,0.080524,0.111882,0.24285,0.096355
554,-104.999468,40.665135,0.090498,0.12716,0.253202,0.108904
555,-104.999349,40.665135,0.086756,0.121479,0.248408,0.104219
556,-104.999231,40.665135,0.088529,0.122837,0.248077,0.105861
557,-104.999113,40.665135,0.081897,0.113509,0.23445,0.097876
558,-104.998994,40.665135,0.076229,0.105558,0.230105,0.091061
559,-104.998876,40.665135,0.080685,0.111879,0.235718,0.096449
560,-104.998758,40.665135,0.082603,0.115083,0.235749,0.098979
561,-104.998639,40.665135,0.087339,0.123707,0.246507,0.105524
562,-104.998521,40.665135,0.082439,0.118628,0.245614,0.100392
563,-104.998403,40.665135,0.08209,0.119171,0.234927,0.100404
564,-104.998285,40.665135,0.076002,0.107803,0.239152,0.091893
565,-104.998166,40.665135,0.076939,0.107143,0.223881,0.092171
566,-104.998048,40.665135,0.078006,0.106977,0.23258,0.092727
567,-104.99793,40.665135,0.078883,0.107667,0.23436,0.093543
568,-104.997811,40.665135,0.078655,0.107914,0.219944,0.093519
569,-104.997693,40.665135,0.081391,0.112058,0.224203,0.096943
570,-104.997575,40.665135,0.078031,0.107957,0.223172,0.093171
571,-104.997456,40.665135,0.077736,0.107573,0.226883,0.09283
572,-104.997338,40.665135,0.072017,0.099023,0.226174,0.085722
573,-104.99722,40.665135,0.077002,0.105485,0.228317,0.091483
574,-104.997101,40.665135,0.07572,0.103218,0.232493,0.089734
575,-104.996983,40.665135,0.074769,0.102316,0.228531,0.088781
576,-104.996865,40.665135,0.082357,0.112992,0.23185,0.09792
577,-104.996747,40.665135,0.076543,0.105085,0.226717,0.091038
578,-104.996628,40.665135,0.069364,0.095563,0.235804,0.082646
579,-104.999349,40.665045,0.082915,0.115993,0.242054,0.099558
580,-104.999231,40.665045,0.083333,0.115318,0.240191,0.099513
581,-104.999113,40.665045,0.076103,0.105195,0.229226,0.090828
582,-104.998994,40.665045,0.080518,0.111398,0.231062,0.096141
583,-104.998876,40.665045,0.078323,0.108799,0.22627,0.093711
584,-104.998758,40.665045,0.081241,0.112549,0.239193,0.09707
585,-104.998639,40.665045,0.081259,0.113547,0.235409,0.097514
586,-104.998521,40.665045,0.077477,0.109712,0.231537,0.093598
587,-104.998403,40.665045,0.074207,0.104933,0.228315,0.089584
588,-104.998285,40.665045,0.073155,0.101828,0.232717,0.087618
589,-104.998166,40.665045,0.074798,0.1033,0.226883,0.089231
590,-104.998048,40.665045,0.073223,0.100637,0.224953,0.087138
591,-104.99793,40.665045,0.073608,0.101277,0.225379,0.087644
592,-104.997811,40.665045,0.075232,0.103625,0.224219,0.089628
593,-104.997693,40.665045,0.07686,0.105983,0.231794,0.091618
594,-104.997575,40.665045,0.076314,0.106272,0.227053,0.091421
595,-104.997456,40.665045,0.076971,0.107236,0.234208,0.09223
596,-104.997338,40.665045,0.07545,0.104247,0.22864,0.090029
597,-104.99722,40.665045,0.076963,0.105822,0.234345,0.091608
598,-104.997101,40.665045,0.077485,0.106401,0.234043,0.092168
599,-104.996983,40.665045,0.077842,0.106961,0.226717,0.092624
600,-104.996865,40.665045,0.076323,0.104465,0.232722,0.090636
601,-104.996747,40.665045,0.078328,0.107889,0.231863,0.093316
602,-104.999231,40.664955,0.079046,0.109483,0.235718,0.094436
603,-104.999113,40.664955,0.077898,0.108038,0.225621,0.093128
604,-104.998994,40.664955,0.079339,0.109402,0.229167,0.094573
605,-104.998876,40.664955,0.074239,0.102619,0.228121,0.088603
606,-104.998758,40.664955,0.07764,0.107296,0.226236,0.092652
607,-104.998639,40.664955,0.076008,0.104925,0.223329,0.090654
608,-104.998521,40.664955,0.069536,0.096055,0.224138,0.082963
609,-104.998403,40.664955,0.073648,0.101848,0.223282,0.087918
610,-104.998285,40.664955,0.07787,0.107495,0.226755,0.092874
611,-104.998166,40.664955,0.07602,0.104503,0.224682,0.090476
612,-104.998048,40.664955,0.073872,0.101572,0.222642,0.087929
613,-104.99793,40.664955,0.073639,0.101363,0.223852,0.0877
614,-104.997811,40.664955,0.07376,0.101709,0.223541,0.087924
615,-104.997693,40.664955,0.074066,0.102586,0.227447,0.088487
616,-104.997575,40.664955,0.080625,0.112174,0.242351,0.096542
617,-104.997456,40.664955,0.080067,0.111498,0.241849,0.095917
618,-104.997338,40.664955,0.073842,0.102877,0.228752,0.088481
619,-104.99722,40.664955,0.075047,0.104014,0.237542,0.089689
620,-104.997101,40.664955,0.078328,0.107889,0.231863,0.093316
621,-104.996983,40.664955,0.076313,0.104883,0.23026,0.090815
622,-104.996865,40.664955,0.076836,0.105464,0.234043,0.091376
623,-104.999113,40.664865,0.078718,0.109005,0.224548,0.094034
624,-104.998994,40.664865,0.079632,0.109782,0.224317,0.094912
625,-104.998876,40.664865,0.074845,0.102979,0.226112,0.089117
626,-104.998758,40.664865,0.073448,0.100378,0.223156,0.087155
627,-104.998639,40.664865,0.074416,0.101766,0.220307,0.088332
628,-104.998521,40.664865,0.07281,0.099915,0.218574,0.086578
629,-104.998403,40.664865,0.075801,0.103885,0.21808,0.090076
630,-104.998285,40.664865,0.075092,0.10278,0.227955,0.089175
631,-104.998166,40.664865,0.073448,0.100378,0.220307,0.087155
632,-104.998048,40.664865,0.077427,0.105793,0.222274,0.091867
633,-104.99793,40.664865,0.07885,0.108017,0.227103,0.093678
634,-104.997811,40.664865,0.078328,0.107889,0.23128,0.093316
635,-104.997693,40.664865,0.077275,0.107174,0.236486,0.092383
636,-104.997575,40.664865,0.075953,0.105698,0.23458,0.090958
637,-104.997456,40.664865,0.078122,0.109163,0.236559,0.093749
638,-104.997338,40.664865,0.079674,0.111306,0.241312,0.0956
639,-104.99722,40.664865,0.076218,0.105995,0.23293,0.091244
640,-104.997101,40.664865,0.073679,0.101935,0.231139,0.087974
641,-104.996983,40.664865,0.07069,0.097519,0.234247,0.084283
642,-104.998994,40.664775,0.076313,0.104883,0.222744,0.090815
643,-104.998876,40.664775,0.07869,0.107128,0.230199,0.093192
644,-104.998758,40.664775,0.074312,0.10104,0.221966,0.08795
645,-104.998639,40.664775,0.074525,0.101631,0.213266,0.088336
646,-104.998521,40.664775,0.080368,0.109623,0.220433,0.095273
647,-104.998403,40.664775,0.079622,0.107985,0.226752,0.094113
648,-104.998285,40.664775,0.07433,0.10066,0.226667,0.087792
649,-104.998166,40.664775,0.070265,0.095436,0.221657,0.083115
650,-104.998048,40.664775,0.076178,0.10362,0.220433,0.090178
651,-104.99793,40.664775,0.077623,0.105902,0.229409,0.092029
652,-104.997811,40.664775,0.080506,0.110453,0.235405,0.095719
653,-104.997693,40.664775,0.081852,0.112917,0.243786,0.097591
654,-104.997575,40.664775,0.077694,0.108392,0.237677,0.093161
655,-104.997456,40.664775,0.079445,0.111603,0.238894,0.095592
656,-104.997338,40.664775,0.084751,0.118974,0.24692,0.101941
657,-104.99722,40.664775,0.079443,0.111111,0.241413,0.095379
658,-104.997101,40.664775,0.077699,0.107932,0.235977,0.092964
659,-104.998758,40.664685,0.078627,0.106524,0.224303,0.092886
660,-104.998639,40.664685,0.076758,0.104366,0.218349,0.090846
661,-104.998521,40.664685,0.082721,0.112688,0.222936,0.097997
662,-104.998403,40.664685,0.083961,0.113966,0.221263,0.099284
663,-104.998285,40.664685,0.073134,0.098649,0.21448,0.086204
664,-104.998166,40.664685,0.072124,0.097571,0.220137,0.085141
665,-104.998048,40.664685,0.074528,0.100782,0.224714,0.08796
666,-104.99793,40.664685,0.076758,0.104366,0.232483,0.090846
667,-104.997811,40.664685,0.083828,0.114465,0.232267,0.099429
668,-104.997693,40.664685,0.08459,0.116617,0.234183,0.100821
669,-104.997575,40.664685,0.0825,0.114783,0.241045,0.098787
670,-104.997456,40.664685,0.080706,0.113375,0.245171,0.097109
671,-104.997338,40.664685,0.086417,0.121454,0.25,0.104005
672,-104.998403,40.664595,0.078819,0.106628,0.226277,0.093044
673,-104.998285,40.664595,0.07294,0.098965,0.215201,0.086233
674,-104.998166,40.664595,0.068571,0.093333,0.212569,0.0812
675,-104.998048,40.664595,0.07047,0.095573,0.2282,0.083295
676,-104.99793,40.664595,0.075015,0.102126,0.234937,0.08884
677,-104.997811,40.664595,0.075062,0.102694,0.231203,0.089118
678,-104.997693,40.664595,0.080096,0.111111,0.236766,0.095766
