PH,OM,Nitrate_N,Olsen_P,K,Ca,Mg,Sand,Silt,Clay
8.14708,1.19232,3.6508,7.65048,235.082,5102.22,658.368,44.2944,19.8756,35.6999
8.15083,1.22518,3.97326,8.99614,239.304,5121.65,662.83,44.3369,19.8337,35.9184
8.14785,1.27461,4.42349,9.74623,238.878,5136.13,667.065,44.4807,19.7208,35.7366
8.14401,1.32836,4.79479,10.4736,241.978,5120.66,668.181,44.5368,19.6421,35.7519
8.13105,1.3812,5.16964,12.9981,251.624,5143.93,667.987,44.6548,19.5367,35.7115
8.12885,1.4291,5.47096,14.0074,255.053,5148,670.916,44.6838,19.4428,35.9187
8.14669,1.4475,5.75878,14.8084,257.169,5103.79,673.951,44.7163,19.3387,35.9341
8.16225,1.42487,5.90921,16.1266,264.402,5088.96,676.058,44.87,19.1129,35.9879
8.17064,1.40301,5.90167,16.5465,267.441,5114.36,677.833,44.98,18.9401,35.9984
8.16008,1.45369,5.83607,16.4601,265.374,5164.85,679.061,45.042,18.8512,36.0423
8.15628,1.47239,5.64828,16.6194,266.651,5227.03,677.231,45.2643,18.6047,35.9712
8.14641,1.45773,5.60242,15.9049,263.732,5298.7,673.143,45.4718,18.3345,36.31
8.13567,1.47823,5.36432,14.9786,261.23,5288.02,666.15,45.5427,18.2044,36.2084
8.12235,1.46746,5.35734,13.8153,258.596,5285.33,660.897,45.5914,18.0234,36.3133
8.10967,1.40225,5.37216,13.6212,257.269,5308.49,656.185,45.7498,17.8422,36.3793
8.11062,1.39825,5.62462,13.2253,256.936,5260.31,652.39,45.7614,17.7262,36.411
8.11932,1.40477,5.92261,12.9453,255.492,5212.27,647.608,45.8704,17.5986,36.5851
8.13554,1.41912,6.43535,12.0758,255.817,5198.31,643.741,45.832,17.6047,36.6183
8.14101,1.49151,6.89139,12.0568,256.73,5189.17,640.964,45.7996,17.5724,36.7272
8.14462,1.29262,3.4154,6.13472,235.639,5097.12,648.001,44.3583,19.7705,35.921
8.15758,1.22824,3.48011,6.84737,240.551,5084.73,647.822,44.4324,19.7729,35.6494
8.14819,1.19873,3.3969,7.03653,235.716,5069.25,649.835,44.2158,19.9548,35.7309
8.13952,1.20513,4.01834,8.66685,240.242,5072.3,654.297,44.1013,19.9388,35.8848
8.14757,1.24271,4.20924,9.27392,235.981,5106.14,658.316,44.3031,19.8771,35.8746
8.14637,1.28435,4.7517,10.0048,239.346,5105.18,663.226,44.4508,19.7355,35.7534
8.14169,1.32731,5.14549,12.1768,247.698,5095.33,666.346,44.5856,19.5493,35.8132
8.13226,1.38889,5.57178,13.7614,254.42,5100.68,667.749,44.7255,19.4397,35.7595
8.12941,1.4633,5.84806,14.5985,255.716,5103.79,669.318,44.7271,19.441,35.9473
8.14013,1.51705,6.08408,15.6585,262.563,5067.07,673.317,44.8871,19.2336,35.8184
8.15351,1.52068,6.25205,16.7535,267.381,5086.39,675.316,44.9907,19.0716,35.9267
8.15579,1.52251,6.30855,17.3857,271.275,5115.35,676.381,45.1725,18.8757,35.9313
8.15115,1.56495,6.1635,17.1515,271.397,5160.42,675.893,45.3153,18.7087,35.9032
8.14368,1.58077,6.0637,17.2568,270.819,5214.91,674.168,45.5205,18.4578,35.9336
8.14215,1.57162,5.81355,17.0243,266.567,5253.36,669.352,45.7373,18.2347,36.0119
8.1309,1.58208,5.71055,16.4134,268.204,5251.37,663.617,45.818,18.0151,36.1211
8.11594,1.56626,5.47812,14.9895,263.673,5257.84,656.665,45.8706,17.8219,36.2346
8.10722,1.50583,5.47714,14.7703,261.499,5253.4,651.103,46.0176,17.6757,36.3197
8.11073,1.47039,5.64373,14.2354,263.842,5232.89,646.373,46.0649,17.5342,36.2065
8.11797,1.46643,5.78075,13.7493,263.927,5182.71,643.111,46.2616,17.3447,36.3684
8.12508,1.50967,6.34961,12.4428,257.03,5192.05,639.068,46.1356,17.3335,36.6542
8.15128,1.28078,3.99493,6.59987,231.154,5085.08,645.034,44.25,19.9672,35.9198
8.13974,1.24699,4.13287,7.99626,241.545,5069.21,647.432,44.1807,19.9578,35.7885
8.1331,1.23537,4.3371,9.05915,243.198,5060.25,651.193,44.1142,20.0078,35.8268
8.13296,1.26959,4.73493,9.26907,237.899,5096.93,655.118,44.3177,19.8935,35.7596
8.14425,1.2982,5.17659,10.3172,240.219,5081.38,660.727,44.4215,19.7502,35.8356
8.14207,1.31719,5.59115,12.4987,250.541,5022.91,663.334,44.5765,19.5818,35.7862
8.13499,1.3968,6.01343,13.8905,255.63,5078.04,667.123,44.7618,19.4097,35.776
8.13689,1.49849,6.31764,14.688,256.764,5080.94,670.753,44.8753,19.3417,35.8452
8.13303,1.61793,6.58529,16.2463,265.754,5017.72,672.962,45.0463,19.1329,35.8319
8.14409,1.61641,6.81605,17.2381,272.79,5055.74,673.987,45.2689,18.8767,35.8592
8.1457,1.62251,6.75147,17.67,272.419,5133.59,674.878,45.3729,18.785,35.8768
8.13754,1.69356,6.58327,17.8859,275.536,5168.55,674.547,45.6022,18.5125,35.8498
8.13565,1.70026,6.41288,17.6773,274.025,5195.6,671.352,45.7747,18.2918,35.9728
8.1356,1.67622,6.24155,17.5486,271.243,5200.47,665.288,46.0775,17.9714,35.9899
8.12485,1.71129,5.99401,16.6502,268.789,5210.42,659.59,46.1161,17.8268,36.0629
8.11491,1.70151,5.85119,16.1328,270.486,5211.06,653.126,46.1811,17.6571,36.0752
8.11098,1.60666,5.51371,14.9389,264.012,5217.96,647.822,46.2607,17.4457,36.2471
8.10697,1.55272,5.82142,15.0826,271.157,5203.75,642.617,46.4834,17.2616,36.2151
8.1143,1.53382,5.96969,14.3671,269.152,5145.51,639.166,46.5394,17.1281,36.3179
8.13403,1.29073,4.36326,7.96268,231.717,5077,647.276,44.1603,20.0652,35.7176
8.12846,1.28865,4.75588,8.48805,239.747,5096.8,650.743,44.0657,20.0872,35.7924
8.13032,1.30517,5.1929,9.93816,246.061,5111.97,654.737,44.2993,19.9386,35.8199
8.14203,1.3213,5.57992,10.5502,242.504,5093.19,659.406,44.4029,19.8051,35.837
8.14558,1.33566,6.05261,12.8334,253.847,5044.82,662.942,44.6045,19.618,35.6503
8.13499,1.40809,6.44633,13.8719,255.473,5091.5,666.244,44.7858,19.4498,35.7316
8.1345,1.51047,6.77843,14.8542,259.282,5102.27,669.653,44.9152,19.3408,35.8522
8.13041,1.61698,6.95646,15.9477,263.554,5052.82,673.111,45.1382,19.0537,35.8139
8.13656,1.6488,7.1823,17.1138,270.901,5064.89,673.856,45.3069,18.8728,35.8792
8.13782,1.66925,7.22735,17.9505,277.697,5127.51,673.261,45.616,18.6324,35.7678
8.1304,1.72394,6.98801,17.6367,274.104,5150.94,672.077,45.7613,18.3832,35.9148
8.12966,1.73565,6.84771,17.349,274.169,5157.09,667.466,45.9781,18.1183,36.1107
8.1238,1.72876,6.48381,17.6538,276.504,5166.13,662.051,46.3192,17.8079,35.987
8.12227,1.78488,6.2748,17.0435,273.764,5185.33,656.574,46.4027,17.6317,36.0372
8.11346,1.78933,6.11383,15.5087,269.985,5195.3,651.256,46.4334,17.4679,36.0934
8.11098,1.6711,5.72894,15.2223,265.52,5208.67,646.255,46.5234,17.2534,36.2339
8.10282,1.6222,6.01351,15.0294,273.224,5185.08,641.256,46.6434,17.0669,36.2871
8.12392,1.35243,5.5864,9.77708,240.665,5143.62,656.295,44.1362,20.1091,35.7929
8.13431,1.35673,5.97736,11.4469,246.447,5136.68,660.232,44.3968,19.8721,35.7933
8.14018,1.37286,6.51201,12.7886,253.672,5131.22,662.919,44.588,19.6824,35.6201
8.13689,1.41976,6.9695,13.9114,256.751,5150.73,665.929,44.7663,19.5104,35.6344
8.13097,1.50626,7.23536,14.8071,257.616,5147.25,669.345,44.9726,19.3096,35.787
8.12982,1.59254,7.49748,16.1219,265.82,5101.4,671.418,45.2083,19.0901,35.7513
8.12731,1.6515,7.62928,16.5839,267.643,5089.77,671.882,45.4783,18.8296,35.7105
8.12452,1.68718,7.54043,17.0982,268.14,5115.93,670.383,45.7422,18.6136,35.8972
8.12876,1.7138,7.36064,17.4944,272.237,5108.6,667.419,46.0365,18.2963,35.842
8.13052,1.72753,7.15169,17.1951,274.982,5112.04,663.166,46.2891,17.9801,35.8966
8.12781,1.7388,6.8835,16.6057,271.249,5143.75,658.741,46.5108,17.7125,36.1955
8.11963,1.76844,6.53283,16.9675,273.862,5171.22,654.899,46.7236,17.4166,36.0425
8.1079,1.76195,6.3561,16.2603,272.049,5202.67,650.91,46.7528,17.2382,36.0764
8.13196,1.41572,7.39177,13.3039,252.899,5246.39,666.24,44.8222,19.5496,35.7041
8.12558,1.49551,7.66868,14.4172,256.376,5206.09,668.155,45.084,19.29,35.7247
8.12785,1.57764,7.90341,15.712,259.964,5135.89,669.156,45.3019,19.0901,35.7766
8.12128,1.65369,8.08263,16.2891,265.398,5098.25,668.639,45.647,18.7582,35.6829
8.12248,1.68944,7.88602,16.4656,263.839,5098.92,665.978,45.9331,18.4921,35.9362
8.12604,1.6997,7.64579,16.9683,269.813,5101.09,662.639,46.203,18.2535,35.8749
8.12718,1.70967,7.58425,16.9732,272.652,5066.68,659.107,46.5518,17.8168,35.8889
